.1
.1
.1
.1
.2
0
.4
.3
2
1
2
1
1
1
3
12
3
7
.5
2
1
1
3
1
1
8
.5
.5
.5
2
.5
.5
.5
1
4
2
1
2
2
2
.5
8
2
1
7
10
7
5
2
1
2
8
2.3
2
2
1
.5
4
3
3
5
3
1
2
.5
2
15
5
4
4
2.6
1
.2
4
8
3
4
6
13
15
10
7
9
3
8
13
50
9
3
3
3
3
8
13
13
7
1
4
2.5
.4
