1.00E-04,1.000040054,0.539206922
1.00E-04,1.000040054,0.539206922
1.00E-04,1.000040054,0.539206922
1.00E-04,1.000040054,0.539206922
1.00E-04,1.000040054,0.539217889
1.00E-04,1.000040054,0.539195895
1.00E-04,1.000040054,0.539239943
1.00E-04,1.000040054,0.539228916
1.00E-04,1.000040054,0.539415896
1.00E-04,1.000040054,0.539305925
1.00E-04,1.000040054,0.539415896
1.00E-04,1.000040054,0.539305925
1.00E-04,1.000040054,0.539305925
1.00E-04,1.000040054,0.539305925
1.00E-04,1.000040054,0.539525926
1.00E-04,1.000040054,0.54051578
1.00E-04,1.000040054,0.539525926
1.00E-04,1.000040054,0.539965868
1.00E-04,1.000040054,0.53925091
27.77222824,11.24804974,4.88E-02
1.00E-04,1.000040054,0.539305925
1.00E-04,1.000040054,0.539305925
1.00E-04,1.000040054,0.539525926
1.00E-04,1.000040054,0.539305925
1.00E-04,1.000040054,0.539305925
1.00E-04,1.000040054,0.540075839
1.00E-04,1.000040054,0.53925091
1.00E-04,1.000040054,0.53925091
1.00E-04,1.000040054,0.53925091
15.34627724,6.990889549,7.85E-02
1.00E-04,1.000040054,0.53925091
1.00E-04,1.000040054,0.53925091
1.00E-04,1.000040054,0.53925091
1.00E-04,1.000040054,0.539305925
1.00E-04,1.000040054,0.539635897
1.00E-04,1.000040054,0.539415896
1.00E-04,1.000040054,0.539305925
1.00E-04,1.000040054,0.539415896
1.00E-04,1.000040054,0.539415896
1.00E-04,1.000040054,0.539415896
1.00E-04,1.000040054,0.53925091
1.00E-04,1.000040054,0.540075839
1.00E-04,1.000040054,0.539415896
1.00E-04,1.000040054,0.539305925
41.55985641,14.74848652,3.73E-02
1.00E-04,1.000040054,0.54029578
1.00E-04,1.000040054,0.539965868
1.00E-04,1.000040054,0.539745867
1.00E-04,1.000040054,0.539415896
1.00E-04,1.000040054,0.539305925
1.00E-04,1.000040054,0.539415896
1.00E-04,1.000040054,0.540075839
1.00E-04,1.000040054,0.539448917
1.00E-04,1.000040054,0.539415896
1.00E-04,1.000040054,0.539415896
1.00E-04,1.000040054,0.539305925
1.00E-04,1.000040054,0.53925091
1.00E-04,1.000040054,0.539635897
1.00E-04,1.000040054,0.539525926
1.00E-04,1.000040054,0.539525926
1.00E-04,1.000040054,0.539745867
1.00E-04,1.000040054,0.539525926
1.00E-04,1.000040054,0.539305925
1.00E-04,1.000040054,0.539415896
1.00E-04,1.000040054,0.53925091
1.00E-04,1.000040054,0.539415896
1.00E-04,1.000040054,0.540845752
1.00E-04,1.000040054,0.539745867
1.00E-04,1.000040054,0.539635897
1.00E-04,1.000040054,0.539635897
1.00E-04,1.000040054,0.539481878
1.00E-04,1.000040054,0.539305925
1.00E-04,1.000040054,0.539217889
1.00E-04,1.000040054,0.539635897
1.00E-04,1.000040054,0.540075839
1.00E-04,1.000040054,0.539525926
1.00E-04,1.000040054,0.539635897
1.00E-04,1.000040054,0.539855838
1.00E-04,1.000040054,0.540625811
1.00E-04,1.000040054,0.540845752
1.00E-04,1.000040054,0.54029578
1.00E-04,1.000040054,0.539965868
1.00E-04,1.000040054,0.540185809
1.00E-04,1.000040054,0.539525926
71.4681015,14.99297047,3.66E-02
1.00E-04,1.000040054,0.540625811
1.00E-04,1.000040054,0.544695377
1.00E-04,1.000040054,0.540185809
1.00E-04,1.000040054,0.539525926
1.00E-04,1.000040054,0.539525926
1.00E-04,1.000040054,0.539525926
1.00E-04,1.000040054,0.539525926
1.00E-04,1.000040054,0.540075839
1.00E-04,1.000040054,0.540625811
1.00E-04,1.000040054,0.540625811
1.00E-04,1.000040054,0.539965868
1.00E-04,1.000040054,0.539305925
1.00E-04,1.000040054,0.539635897
1.00E-04,1.000040054,0.539470911
1.00E-04,1.000040054,0.539239943
